Player,Tm,Pos,Type,Class,Details
Mychal Kendricks,SEA,LB,Knee,I-R,Kendricks has landed on the injured reserve list with a broken tibia.
Frank Clark,SEA,DE,Elbow,questionable,Clark is hampered by an elbow injury and his status is hazy for Sunday's game against the 49ers.
Jarran Reed,SEA,DT,Oblique,questionable,Reed injured his oblique and his availability for Sunday's clash against the 49ers is up in the air.
Rashaad Penny,SEA,RB,Knee,questionable,Penny has a knee injury and it is unclear if he will play Sunday against the 49ers.
Tre Madden,SEA,FB,Sternum,probable,Madden has sat out the last two games due to a sternum injury but is likely to participate in Sunday's clash against the 49ers.
Dion Jordan,SEA,DE,Knee,questionable,Jordan is tending to a knee injury and it has yet to be established if it will interfere with his availability against the 49ers on Sunday.
K.J. Wright,SEA,LB,Knee,doubtful,Wright has missed the past four games due to a nagging knee injury and is not expected to return against the 49ers on Sunday.
Shamar Stephen,SEA,DT,Foot,questionable,Stephen is nursing a foot injury and it is uncertain if he will be available Sunday against the 49ers.
Maurice Alexander,SEA,S,Concussion,questionable,Alexander is dealing with a concussion and it is uncertain if he will be cleared in time for Sunday's game against the 49ers.
Bradley McDougald,SEA,S,Knee,questionable,McDougald is battling a knee injury and it is undetermined if it will prevent him from playing against the 49ers on Sunday.
Doug Baldwin,SEA,WR,Hip,questionable,Baldwin was held out of the previous game with hip injury and it is uncertain if he will face the 49ers on Sunday.
D.J. Fluker,SEA,G,Hamstring,out,Fluker sustained a Grade 1 hamstring strain and there is no timetable for return.
C.J. Prosise,SEA,RB,Abdominal,I-R,Prosise had abdominal surgery and is now on injured reserve.
Jimmy Garoppolo,SFO,QB,Knee,I-R,Garoppolo has been designated for the injured reserve list due to a torn ACL.
Kentavius Street,SFO,DL,Knee,I-R,Street has been placed on the IR/Non-Football Injury list as he is recuperating from offseason surgery to fix a torn ACL and is unlikely to play during the 2018 season.
Brock Coyle,SFO,LB,Concussion,I-R,Coyle has been placed on injured reserve with a broken bone in his back and a concussion.
JP Flynn,SFO,OL,Knee,I-R,Flynn is on injured reserve with a knee injury.
Jerick McKinnon,SFO,RB,Knee,I-R,McKinnon suffered a torn ACL and is on injured reserve.
Adrian Colbert,SFO,DB,Ankle,I-R,Colbert has landed on injured reserve due to a right high-ankle sprain.
Jimmie Ward,SFO,DB,Forearm,I-R,Ward is on injured reserve with a broken forearm.
Emmanuel Moseley,SFO,CB,Arm,I-R,Moseley had surgery on his left shoulder and is on injured reserve.
Raheem Mostert,SFO,RB,Forearm,I-R,Mostert has been placed on the injured reserve with a fractured right forearm.
Dante Pettis,SFO,WR,Foot,probable,Pettis is expected to be a participant in Sunday's game against the Seahawks despite a foot injury.
Marquise Goodwin,SFO,WR,Calf,probable,Goodwin is likely to take part in Sunday's game against the Seahawks despite a calf injury.
Malcolm Smith,SFO,LB,Achilles,questionable,Smith is battling an Achilles injury and it is undetermined if it will prevent him from playing against the Seahawks on Sunday.
Laken Tomlinson,SFO,OL,Hip,questionable,Tomlinson is hampered by a hip injury and it has yet to be established if it will hinder his availability Sunday against the Seahawks.
Weston Richburg,SFO,C,Knee,questionable,Richburg is nursing a knee injury and it is uncertain if he will be available Sunday against the Seahawks.
Mark Nzeocha,SFO,LB,Groin,questionable,Nzeocha has a groin injury and it is unclear if he will play Sunday against the Seahawks.
D.J. Jones,SFO,DL,Back,questionable,Jones is dealing with a back injury and it is unknown if he will suit up against the Seahawks on Sunday.
Jaquiski Tartt,SFO,S,Shoulder,questionable,Tartt missed the previous game due to a shoulder injury and it is unknown if it will prevent him from taking part in Sunday's tilt against the Seahawks.
Cassius Marsh,SFO,DL,Concussion,questionable,Marsh has been diagnosed with a concussion and it is uncertain if he will be cleared in time for Sunday's clash against the Seahawks.
Ahkello Witherspoon,SFO,CB,Lower Body,questionable,Witherspoon exited the previous game due to a lower-body injury and it is undetermined if he will be a participant Sunday against the Seahawks.
Matt Breida,SFO,RB,Ankle,questionable,Breida sat out the last game due to an ankle injury and his status for Sunday's contest against the Seahawks is in question.
K'Waun Williams,SFO,CB,Knee,questionable,Williams was held out of the previous game with a knee injury and it is uncertain if he will take the field against the Seahawks on Sunday.
Pierre Garcon,SFO,WR,Knee,I-R,Garcon is on injured reserve due to a knee injury.
Dekoda Watson,SFO,LB,Calf,I-R,Watson has been designated for the injured reserve list due to a calf injury.
Kyle Nelson,SFO,LS,Suspension,out,Nelson has been handed a 10-game suspension by the NFL for violating the NFL policy on performance-enhancing substances.
Stevie Tu'ikolovatu,TAM,DT,Tricep,I-R,Tu'ikolovatu has been placed on the injured reserve list with a torn triceps.
Maurice Fleming,TAM,DB,Knee,I-R,Fleming is on injured reserve with a knee injury.
Kwon Alexander,TAM,LB,Knee,I-R,Alexander has been designated for the injured reserve list due to a torn ACL in his right knee.
Jack Cichy,TAM,LB,Knee,I-R,Cichy has been placed on the injured reserve list due to a torn ACL is his left knee.
O.J. Howard,TAM,TE,Ankle,I-R,Howard has been placed on the injured reserve list due to a right ankle injury and a foot ailment.
Kendell Beckwith,TAM,LB,Ankle,I-R,Beckwith is on the IR/Non-Football Injury list while he recovers from a fractured ankle.
Evan Dietrich-Smith,TAM,OL,Hip,I-R,Smith has been placed on injured reserve with a hip injury.
Shaun Wilson,TAM,RB,Shoulder,I-R,Wilson has been placed on the injured reserve list due to a shoulder injury.
DeSean Jackson,TAM,WR,Thumb,doubtful,Jackson has missed the last two games with a thumb injury and his status for Sunday's contest against the Ravens is in doubt.
Demar Dotson,TAM,T,Knee,questionable,Dotson has a knee injury and it is unclear if he will play Sunday against the Ravens.
Gerald McCoy,TAM,DT,Shoulder,questionable,McCoy is dealing with a shoulder injury and it is unknown if he will suit up against the Ravens on Sunday.
Jason Pierre-Paul,TAM,DE,Knee,questionable,Pierre-Paul is battling injuries to his knee and hip. It is uncertain if he will be available Sunday against the Ravens.
Chris Conte,TAM,S,Knee,questionable,Conte is on injured reserve due to a torn PCL in his knee and it is uncertain if he will be activated prior to Sunday's matchup against the Ravens.
Mitch Unrein,TAM,DT,Concussion,I-R,Unrein is on injured reserve with a concussion and it is unknown if he will return to action for Sunday's game against the Ravens.
Rakeem Nunez-Roches,TAM,DT,Knee,questionable,Nunez-Roches has missed the last two games with a knee injury and it is unknown if he will be in the lineup during Sunday's matchup against the Ravens.
Vernon Hargreaves,TAM,CB,Shoulder,I-R,Hargreaves is on injured reserve with a torn labrum in his shoulder. It is uncertain if he will be activated prior to Sunday's contest against the Ravens.
Justin Evans,TAM,S,Toe,questionable,Evans missed the last game dealing with a toe injury and it is unknown if he will be ready to suit up against the Ravens on Sunday.
Carlton Davis,TAM,CB,Knee,questionable,Davis has missed the last two games due to an ankle injury and it has yet to be determined if he will participate in Sunday's tilt with the Ravens.
Kevin Minter,TAM,LB,Calf,I-R,Minter has landed on the injured reserve list due to a calf injury.
Isaiah Johnson,TAM,S,Concussion,questionable,Johnson missed the last game with a concussion and it is unknown if he will be cleared in time for Sunday's game against the Ravens.
Sergio Bailey,TAM,WR,Ankle,I-R,Bailey II in on the injured reserve list after having surgery for an ankle injury.
Arie Kouandjio,WAS,G,Quadricep,I-R,Kouandjio is on the injured reserve list due to a torn quadriceps.
Cam Sims,WAS,WR,Ankle,I-R,Sims suffered a high-ankle sprain and is on the injured reserve list as a result.
Tyler Catalina,WAS,G,Shoulder,I-R,Catalina has been placed on injured reserve after having a procedure performed on his shoulder.
Troy Apke,WAS,S,Hamstring,I-R,Apke is on the injured reserve list due to a hamstring injury.
Cassanova McKinzy,WAS,LB,Pectoral,I-R,McKinzy has been placed on injured reserve due to a torn pectoral.
Reuben Foster,WAS,LB,Personal,out,Foster has been placed on the commissioner's exempt list by the NFL while the league reviews an off-field incident he was recently involved in.
Alex Smith,WAS,QB,Shin,I-R,Smith had surgery to repair a broken right tibia and fibula and is on the injured reserve list.
Robert Kelley,WAS,RB,Toe,I-R,Kelley has landed on injured reserve due to a toe injury.
Geron Christian,WAS,T,Knee,I-R,Christian Sr. has been designated for injured reserve due to a torn MCL in his knee.
Paul Richardson,WAS,WR,Shoulder,I-R,Richardson Jr. is on injured reserve due to an AC joint injury in his shoulder.
Shawn Lauvao,WAS,G,Knee,I-R,Lauvao has been placed on the injured reserve list due to a torn ACL in his right knee.
Brandon Scherff,WAS,G,Pectoral,I-R,Scherff has landed on the injured reserve list as he tore his left pectoral muscle.
Josh Doctson,WAS,WR,Concussion,doubtful,Doctson is going through the league-mandated concussion protocol and it is unlikely he will be cleared in time for Sunday's matchup against the Jaguars.
Morgan Moses,WAS,T,Ankle,questionable,Moses is battling an ankle injury and it is undetermined if it will prevent him from playing against the Jaguars on Sunday.
Trent Williams,WAS,T,Thumb,questionable,"Williams is hampered by thumb and wrist injuries, leaving his status clouded for Sunday's tilt against the Jaguars."
Matthew Ioannidis,WAS,DL,Shin,questionable,Ioannidis has a shin injury and it is unclear if he will play Sunday against the Jaguars.
Chase Roullier,WAS,C,Knee,questionable,Roullier is tending to a knee injury and it has yet to be established if it will hinder his availability Sunday against the Jaguars.
Adrian Peterson,WAS,RB,Shoulder,probable,Peterson is expected to play Sunday against the Jaguars despite a lingering shoulder injury.
Jamison Crowder,WAS,WR,Ankle,questionable,Crowder is nursing an ankle injury and it is uncertain if he will be available Sunday against the Jaguars.
Ty Nsekhe,WAS,T,Knee,questionable,Nsekhe is dealing with a knee injury and it is unknown if he will suit up against the Jaguars on Sunday.
Tony Bergstrom,WAS,OL,Ankle,questionable,Bergstrom missed the last game due to a right ankle injury and it is uncertain if he will line up against the Jaguars on Sunday.
Ryan Anderson,WAS,LB,Hamstring,questionable,Anderson missed the last two games due to a hamstring injury and it is undetermined if he will be in the lineup against the Jaguars for Sunday's matchup.
Shaun Dion Hamilton,WAS,LB,Shoulder,questionable,Hamilton was lifted from the last game due to a shoulder strain and it is uncertain if he will face the Jaguars on Sunday.
Samaje Perine,WAS,RB,Knee,questionable,Perine has missed the past four games with injuries to his knee and calf. It is unclear if he will return Sunday against the Jaguars.
Jordan Reed,WAS,TE,Toe,out,Reed sustained a toe muscle strain and is in jeopardy of missing the remainder of the season.
Quinton Dunbar,WAS,CB,Shin,I-R,Dunbar is on injured reserve with a shin injury.
Trey Quinn,WAS,WR,Ankle,I-R,Quinn has been placed on the injured reserve list with an ankle injury.
Jonathan Cooper,WAS,G,Bicep,I-R,Cooper sustained a torn biceps muscle and is on the injured reserve list.
Colt McCoy,WAS,QB,Shin,out,McCoy is expected to miss the remainder of the season due to a fractured right fibula.
Derrius Guice,WAS,RB,Knee,I-R,Guice is on injured reserve with a torn ACL in his left knee.
Manasseh Garner,WAS,TE,Knee,I-R,Garner has been placed on the injured reserve list with a torn ACL.
Robert Davis,WAS,WR,Leg,I-R,Davis has been designated for injured reserve after suffering a broken leg and a torn LCL.
